"","genre","followers"
"3401"," english indie rock",0
"3402"," liverpool indie",0
"3404"," south carolina hip hop",0
"3407"," graz indie",0
"3410"," magyar mulatos",0
"3411"," pinoy idol pop",0
"3415"," telugu hip hop",0
"3417"," virgin islands reggae",0
"3418"," brighton indie",0
"3420"," finnish worship",0
"3423"," morelos indie",0
"3425"," nwobhm",0
"3427"," korean dream pop",0
"3428"," rhythm and blues",0
"3429"," australian garage punk",0
"3436"," israeli hip hop",0
"3437"," muziek voor kinderen",0
"3443"," gujarati pop",0
"3444"," san marcos tx indie",0
"3446"," ""punk n roll""",0
"3448"," canadian indigenous hip hop",0
"3451"," covertronica",0
"3454"," israeli mediterranean",0
"3456"," musiikkia lapista",0
"3458"," trap venezolano",0
"3459"," rap liegeois",0
"3460"," australian alternative pop",0
"3463"," italian electronica",0
"3464"," icelandic metal",0
"3466"," carnaval limburg",0
"3467"," jewish hip hop",0
"3468"," rock drums",0
"3470"," nashville hip hop",0
"3473"," musique comorienne",0
"3474"," thai pop rap",0
"3476"," vintage finnish jazz",0
"3480"," dark clubbing",0
"3483"," spirituals",0
"3485"," nice indie",0
"3486"," emo rap italiano",0
"3489"," finnish death metal",0
"3492"," venezuelan rock",0
"3494"," yugoslav rock",0
"3496"," strut",0
"3497"," rap congolais",0
"3500"," viking metal",0
"3501"," native american hip hop",0
"3502"," transpop",0
"3505"," leicester indie",0
"3508"," underground power pop",0
"3509"," neo r&b",0
"3516"," finnish drill",0
"3517"," swedish rock-and-roll",0
"3520"," samba moderno",0
"3524"," canadian contemporary country",0
"3525"," canadian country",0
"3528"," nasyid",0
"3530"," australian indie rock",0
"3532"," swiss singer-songwriter",0
"3535"," gospel singers",0
"3536"," norsk lovsang",0
"3537"," norwegian gospel",0
"3538"," banda carnavalera",0
"3543"," greek guitar",0
"3544"," rebetiko",0
"3547"," finnish heavy metal",0
"3548"," lapland metal",0
"3550"," chicago drill",0
"3551"," australian r&b",0
"3554"," gothenburg indie",0
"3555"," kizomba",0
"3559"," latin classical",0
"3560"," latin soundtrack",0
"3563"," guadalajara indie",0
"3566"," palestinian pop",0
"3567"," palestinian traditional",0
"3568"," experimental r&b",0
"3570"," indie rockism",0
"3573"," indie psych-pop",0
"3579"," rap baiano",0
"3580"," musica juiz-forana",0
"3582"," rap nacional antigo",0
"3584"," sovietwave",0
"3589"," portland hip hop",0
"3592"," surf punk",0
"3593"," vegas indie",0
"3600"," musical advocacy",0
"3603"," bitpop",0
"3604"," digital hardcore",0
"3605"," nintendocore",0
"3606"," german indie rock",0
"3607"," munich indie",0
"3608"," g-house",0
"3609"," auckland indie",0
"3610"," dixieland",0
"3611"," jazz trumpet",0
"3612"," new orleans jazz",0
"3613"," cubaton",0
"3614"," swedish melodic rock",0
"3616"," brazilian stoner rock",0
"3617"," rock potiguar",0
"3620"," dfw rap",0
"3622"," tamil indie",0
"3624"," gypsy jazz",0
"3625"," kentucky hip hop",0
"3628"," indonesian lo-fi pop",0
"3631"," oakland hip hop",0
"3632"," turkish punk",0
"3633"," japanese metalcore",0
"3634"," japanese screamo",0
"3635"," trondersk musikk",0
"3637"," post-minimalism",0
"3640"," little rock indie",0
"3641"," turkce remix",0
"3643"," mexican pop punk",0
"3644"," punk rock mexicano",0
"3646"," italian tenor",0
"3647"," gotlandsk musik",0
"3648"," modern southern rock",0
"3653"," japanese shoegaze",0
"3656"," pops orchestra",0
"3657"," roots worship",0
"3660"," thai idol",0
"3665"," slovak electronic",0
"3668"," rap boricua",0
"3669"," novelty",0
"3671"," country rap",0
"3673"," collage pop",0
"3674"," festigal",0
"3675"," vintage cantonese pop",0
"3680"," indonesian reggae",0
"3682"," musica llanera",0
"3685"," polish post-punk",0
"3686"," danish electropop",0
"3687"," sevdah",0
"3688"," dancehall guyanaise",0
"3690"," malang indie",0
"3696"," irish electronic",0
"3697"," rap baixada fluminense",0
"3700"," middle earth",0
"3702"," singaporean punk",0
"3703"," melbourne indie",0
"3705"," northern soul",0
"3707"," folclore tucumano",0
"3708"," chinese indie rock",0
"3709"," twee pop",0
"3718"," tecnobrega",0
"3720"," rap canario",0
"3722"," thrash core",0
"3734"," rap femenino mexicano",0
"3738"," classical soprano",0
"3740"," swedish rockabilly",0
"3741"," musica capixaba",0
"3742"," histoire pour enfants",0
"3747"," indian classical",0
"3752"," hard house",0
"3759"," jazz boom bap",0
"3760"," deconstructed club",0
"3761"," fluxwork",0
"3765"," cinematic post-rock",0
"3767"," rock keyboard",0
"3769"," vintage chinese pop",0
"3770"," rap francais nouvelle vague",0
"3772"," spanish renaissance",0
"3774"," metal cover",0
"3777"," bassline",0
"3781"," french dnb",0
"3783"," indian underground rap",0
"3785"," canterbury scene",0
"3786"," flute rock",0
"3787"," space rock",0
"3790"," classical harp",0
"3796"," progressive uplifting trance",0
"3798"," deep southern trap",0
"3800"," musica potiguar",0
"3809"," west coast trap",0
"3812"," rock piauiense",0
"3814"," traditional rockabilly",0
"3817"," trap cristiano",0
"3819"," electroclash",0
"3820"," ""mans orchestra""",0
"3826"," western swing",0
"3828"," musikkorps",0
"3834"," colombian hip hop",0
"3836"," harmonica jazz",0
"3839"," south african jazz",0
"3840"," xhosa",0
"3848"," rap underground mexicano",0
"3858"," neurostep",0
"3859"," tex-mex",0
"3861"," scream rap",0
"3865"," cool jazz",0
"3867"," stride",0
"3868"," vintage jazz",0
"3871"," botswana pop",0
"3873"," musica alagoana",0
"3875"," carnatic instrumental",0
"3876"," veena",0
"3880"," liquid funk",0
"3882"," turkish classical",0
"3883"," fnaf",0
"3884"," undertale",0
"3885"," speedrun",0
"3888"," early music ensemble",0
"3890"," hindustani classical",0
"3898"," brit funk",0
"3900"," portuguese techno",0
"3903"," military band",0
"3904"," wind symphony",0
"3905"," psychokore",0
"3907"," samba-enredo",0
"3912"," desert blues",0
"3913"," griot",0
"3914"," mbalax",0
"3915"," musique peule",0
"3918"," swedish techno",0
"3924"," exotica",0
"3925"," laboratorio",0
"3928"," corridos clasicos",0
"3932"," metal guitar",0
"3933"," shred",0
"3935"," deep dubstep",0
"3936"," drumfunk",0
"3937"," minimal dnb",0
"3939"," grimewave",0
"3941"," trap beats",0
"3946"," zim urban groove",0
"3947"," speedcore",0
"3949"," experimental rock",0
"3950"," no wave",0
"3951"," synth punk",0
"3954"," harpsichord",0
"3955"," historical keyboard",0
"3958"," french orchestra",0
"3959"," harlem hip hop",0
"3960"," glitch",0
"3963"," late romantic era",0
"3964"," soulful house",0
"3966"," samba paulista",0
"3967"," dirty texas rap",0
"3975"," funky house",0
"3980"," norwegian jazz",0
"3982"," early modern classical",0
"3983"," neoclassicism",0
"3985"," italian baroque",0
"3986"," italian renaissance",0
"3987"," madrigal",0
"3991"," ghettotech",0
"3994"," ""childrens choir""",0
"3997"," zouk",0
"4000"," kenyan hip hop",0
"4001"," traditional ska",0
"4005"," chamber orchestra",0
"4007"," vocal harmony group",0
"4010"," zen",0
"4014"," deep liquid bass",0
"4015","""jackin house""",0
"4021"," minimal dub",0
"4029"," classical guitar quartet",0
"4030"," nyckelharpa",0
"4032"," vaporwave",0
"4039"," uk garage",0
"4043"," canadian experimental",0
"4044"," fourth world",0
"4047"," balearic",0
"4049"," musica eletronica brasileira",0
"4051"," deep rai",0
"4053"," noisecore",0
"4054"," rhode island indie",0
"4055"," danish punk",0
"4058"," gospel r&b",0
"4060"," british blues",0
"4061"," german boom bap",0
"4066"," macedonian electronic",0
"4068"," avant-garde",0
"4069"," german opera",0
"4070"," serialism",0
"4071"," taiwanese pop",0
"4076"," boston electronic",0
"4078"," rwandan pop",0
"4086"," radio symphony",0
"4093"," bronx hip hop",0
"4103"," classic house",0
"4106"," uk82",0
"4113"," instrumental worship",0
"4117"," australian indigenous hip hop",0
"4126"," danish indie pop",0
"4131"," minneapolis indie",0
"4134"," denver indie",0
"4136"," lute",0
"4137"," indie hip hop",0
"4138"," uk tech house",0
"4142"," classic thai pop",0
"4144"," icelandic traditional",0
"4146","""childrens folk""",0
"4147"," kindie rock",0
"4151"," hiplife",0
"4152"," wagnerian singing",0
"4155"," ethiopian pop",0
"4158"," bozlak",0
"4164"," remix product",0
"4165"," makossa",0
"4166"," study beats",0
"4175"," vintage dutch pop",0
"4177"," kinderchor",0
"4184"," naija old school",0
"4194"," nuevo folklore mexicano",0
"4196"," float house",0
"4197"," sega mauricien",0
"4209"," delta blues",0
"4210"," memphis blues",0
"4213"," historically informed performance",0
"4214"," italian baroque ensemble",0
"4215"," old school nederhop",0
"4218"," ""jackin house""",0
"4219"," german classical piano",0
"4224"," modern blues",0
"4225"," lo-fi jazzhop",0
"4228"," pony",0
"4233"," christian uplift",0
"4242"," gengetone",0
"4244"," piedmont blues",0
"4246"," future funk",0
"4248"," sandalwood",0
"4251"," taiwan metal",0
"4255"," spanish contemporary classical",0
"4260"," kantele",0
"4262"," dancehall colombiano",0
"4268"," drift",0
"4269"," new isolationism",0
"4270"," warm drone",0
"4271"," jamtronica",0
"4272"," eau claire indie",0
"4273"," recorder",0
"4276"," deathstep",0
"4280"," futuristic swag",0
"4281"," lastelaulud",0
"4282"," classical cello",0
"4287"," speed garage",0
"4289"," flamenco fusion",0
"4292"," new orleans funk",0
"4293"," second line",0
"4294"," street band",0
"4296"," vintage hollywood",0
"4300"," deep techno",0
"4301"," vintage italian pop",0
"4304"," bmore",0
"4306"," choro",0
"4307"," velha guarda",0
"4310"," galante era",0
"4311"," montreal indie",0
"4314"," slam poetry",0
"4316"," musica popular mineira",0
"4318"," organic house",0
"4321"," deep funk",0
"4323"," focus beats",0
"4325"," italian tech house",0
"4327"," lo-fi house",0
"4328"," deep underground hip hop",0
"4329"," latin house",0
"4331"," folklore surero",0
"4332"," guitarra argentina",0
"4333"," zamba",0
"4335"," indie jazz",0
"4336"," italian soprano",0
"4342"," space age pop",0
"4344"," german jazz",0
"4346"," dark jazz",0
"4347"," louisville underground",0
"4349"," modern indie folk",0
"4350"," south african choral",0
"4353"," german romanticism",0
"4354"," swedish electronic",0
"4356"," hungarian classical performance",0
"4357"," string orchestra",0
"4358"," bubble trance",0
"4359"," old school hard trance",0
"4360"," musica tradicional cubana",0
"4361"," son cubano",0
"4370"," jazz trombone",0
"4371"," rap sureno chileno",0
"4376"," glitchcore",0
"4379"," nuevo flamenco",0
"4380"," toronto indie",0
"4381"," cha-cha-cha",0
"4382"," cuban rumba",0
"4383"," mambo",0
"4386"," stateside dnb",0
"4390"," opera chorus",0
"4396"," glitch hop",0
"4398"," drift phonk",0
"4400"," greek house",0
"4401"," grime brasileiro",0
"4402"," malayalam pop",0
"4403"," danish choir",0
"4404"," asheville indie",0
"4405"," portuguese indie",0
"4408"," french classical piano",0
"4410"," cuatro venezolano",0
"4412"," gambian pop",0
"4413"," mexican rock-and-roll",0
"4417"," san diego rap",0
"4418"," spanish reggae",0
"4419"," zenonesque",0
"4420"," buffalo ny indie",0
"4424"," horrorcore",0
"4429"," catalan folk",0
"4431"," weightless",0
"4435"," lowlands hardcore",0
"4438"," synthwave",0
"4439"," tololoche",0
"4441"," bossa nova",0
"4442"," brazilian modern jazz",0
"4443"," piano mpb",0
"4444"," pop nacional antigas",0
"4445"," vaqueiro",0
"4446"," german ska",0
"4448"," japanese electronic",0
"4454"," ethnotronica",0
"4455"," jazz puertorriqueno",0
"4456"," symfonicky orchestr",0
"4465"," russian trance",0
"4466"," retro soul",0
"4467"," minimal melodic techno",0
"4469"," dark synthpop",0
"4471"," vocal trance",0
"4473"," turkmen hip hop",0
"4474"," canadian rockabilly",0
"4476"," jazz double bass",0
"4488"," russian romanticism",0
"4490"," musica eletronica gospel",0
"4493"," tin pan alley",0
"4500"," zimdancehall",0
"4501"," roda de samba",0
"4502"," emo punk",0
"4503"," emocore",0
"4504"," melodic hardcore",0
"4508"," psytech",0
"4511"," samurai trap",0
"4513"," nordic contemporary classical",0
"4518"," puerto rican indie",0
"4519"," judaica",0
"4520"," messianic praise",0
"4529"," jazz saxophone",0
"4531"," freakbeat",0
"4533"," italian jazz fusion",0
"4534"," neapolitan funk",0
"4536"," samba de roda",0
"4537"," tropicalia",0
"4547"," musica jibara",0
"4550"," italian opera",0
"4551"," italian romanticism",0
"4553"," classic dubstep",0
"4554"," outsider house",0
"4558"," roots americana",0
"4562"," brazilian techno",0
"4565"," progressive breaks",0
"4568"," rap pernambucano",0
"4570"," swedish synth",0
"4574"," dutch moombahton",0
"4576"," djent",0
"4577"," melodic deathcore",0
"4578"," progressive metalcore",0
"4579"," symphonic deathcore",0
"4581"," old school uk hip hop",0
"4582"," ragga jungle",0
"4585"," polish punk",0
"4588"," canadian americana",0
"4591"," batida",0
"4592"," finnish tango",0
"4593"," pune indie",0
"4596"," narodna muzika",0
"4598"," nordic classical piano",0
"4599"," malmo indie",0
"4601"," beninese pop",0
"4602"," mande pop",0
"4608"," chicago blues",0
"4609"," harmonica blues",0
"4610"," deep ragga",0
"4613"," christelijk",0
"4615"," arabic jazz",0
"4616"," oud",0
"4623"," musica indigena latinoamericana",0
"4625"," ebm",0
"4626"," dark disco",0
"4627"," industrial hip hop",0
"4631"," neo-traditional bluegrass",0
"4634"," hyperpop brasileiro",0
"4635"," plug brasileiro",0
"4636"," rap guarulhense",0
"4637"," classify",0
"4645"," bongo flava",0
"4646"," tanzanian pop",0
"4647"," jazz house",0
"4648"," kolkata indie",0
"4649"," west bengali pop",0
"4650"," tribal house",0
"4653"," canadian folk",0
"4656"," footwork",0
"4657"," mandible",0
"4658"," carnatic vocal",0
"4660"," thai metal",0
"4663"," nephop",0
"4667"," progressive jazz fusion",0
"4668"," balkan brass",0
"4671"," malaysian tamil rap",0
"4672"," japanese instrumental",0
"4673"," garage house",0
"4676"," indie punk",0
"4679"," synthetic classical",0
"4680"," russian classical piano",0
"4682"," croatian rock",0
"4683"," yugoslav new wave",0
"4686"," arab groove",0
"4691"," riddim dubstep",0
"4695"," nordic orchestra",0
"4699"," jazz cubano",0
"4700"," portland indie",0
"4702"," experimental jazz",0
"4708"," deep christian rock",0
"4713"," dusseldorf electronic",0
"4714"," re:techno",0
"4716"," dutch classical piano",0
"4720"," vincy soca",0
"4722"," shamanic",0
"4723"," israeli techno",0
"4728"," spiritual hip hop",0
"4730"," wu fam",0
"4732"," nu skool breaks",0
"4733"," orkiestra symfoniczna",0
"4734"," deep funk ostentacao",0
"4736"," avant-garde jazz",0
"4737"," bebop",0
"4739"," hard bop",0
"4747"," sasscore",0
"4752"," classical organ",0
"4756"," japanese classical performance",0
"4760"," jump blues",0
"4761"," country blues",0
"4763"," norwegian choir",0
"4768"," rhythm game",0
"4769"," spanish folk rock",0
"4770"," nz indie",0
"4771"," louisiana blues",0
"4772"," new orleans blues",0
"4773"," new orleans soul",0
"4780"," focus trance",0
"4788"," hamburg indie",0
"4789"," hamburger schule",0
"4790"," classical bass",0
"4793"," danish indie",0
"4795"," indian percussion",0
"4796"," tabla",0
"4797"," rocksteady",0
"4798"," philly drill",0
"4802"," underground boom bap",0
"4804"," japanese old school hip hop",0
"4805"," norwegian classical",0
"4808"," progressive post-hardcore",0
"4810"," huayno",0
"4811"," musica ayacuchana",0
"4812"," uae indie",0
"4821"," chamber choir",0
"4822"," oxford choir",0
"4823"," university choir",0
"4827"," theme",0
"4830"," nova musica pernambucana",0
"4834"," jamaican ska",0
"4835"," ska revival",0
"4837"," sitar",0
"4841"," spanish metal",0
"4842"," azeri traditional",0
"4854"," scottish indie",0
"4855"," pop folk",0
"4857"," rabindra sangeet",0
"4858"," deep latin alternative",0
"4859"," indie cordoba",0
"4861"," trova mexicana",0
"4865"," electro trash",0
"4874"," slovenian electronic",0
"4876"," utah indie",0
"4884"," classic punjabi pop",0
"4889"," dub brasileiro",0
"4891"," chinese classical piano",0
"4892"," brass ensemble",0
"4893"," jacksonville indie",0
"4895"," jazzy dnb",0
"4898"," kalmar indie",0
"4902"," experimental house",0
"4906"," pornogrind",0
"4909"," historic classical performance",0
"4911"," west australian hip hop",0
"4914"," jazz tuba",0
"4915"," smooth saxophone",0
"4918"," skramz",0
"4919"," turkish electronic",0
"4924"," japanese boom bap",0
"4931"," jazz drums",0
"4933"," nz metal",0
"4935"," classic french pop",0
"4936"," seychelles pop",0
"4938"," jamgrass",0
"4942"," russian techno",0
"4943"," historic orchestral performance",0
"4945"," american modern classical",0
"4947"," japanese dream pop",0
"4951"," classic bhangra",0
"4953"," pei indie",0
"4954"," musica catarinense",0
"4961"," folklore cuyano",0
"4967"," russian metalcore",0
"4969"," appalachian folk",0
"4970"," protest folk",0
"4971"," traditional folk",0
"4973"," tanzanian hip hop",0
"4975"," hungarian metal",0
"4976"," cathedral choir",0
"4977"," classical guitar",0
"4980"," jawaiian",0
"4981"," british choir",0
"4982"," cambridge choir",0
"4984"," puirt-a-beul",0
"4985"," vocal ensemble",0
"4986"," kazakh indie",0
"4987"," jazz orchestra",0
"4988"," modern big band",0
"4990"," latin tech house",0
"4993"," nordic ambient",0
"4994"," sound art",0
"5004"," classical era",0
"5009"," classical oboe",0
"5011"," vogue",0
"5013"," brazilian indie",0
"5014"," brazilian punk",0
"5015"," rock pernambucano",0
"5019"," anime rap",0
"5027"," japanese beats",0
"5029"," glitch pop",0
"5030"," indie electronica",0
"5037"," classical mezzo-soprano",0
"5039"," classic colombian pop",0
"5041"," jazz organ",0
"5044"," ambient idm",0
"5045"," rominimal",0
"5046"," nordic shoegaze",0
"5053"," folklore venezolano",0
"5056"," modern jazz piano",0
"5059"," progressive trance house",0
"5061"," rap underground colombiano",0
"5064"," melanesian pop",0
"5065"," solomon islands pop",0
"5071"," classical flute",0
"5075"," swamp blues",0
"5076"," swamp pop",0
"5078"," gujarati garba",0
"5081"," south african gospel",0
"5082"," kenyan alternative",0
"5086"," super eurobeat",0
"5093"," arkansas country",0
"5094"," swedish house",0
"5098"," power electronics",0
"5102"," nz jazz",0
"5105"," cumbia ecuatoriana",0
"5111"," frankfurt electronic",0
"5113"," dark techno",0
"5116"," puglia indie",0
"5119"," modern string quartet",0
"5122"," oaxaca indie",0
"5127"," brazilian tech house",0
"5131"," psicodelia chilena",0
"5136"," experimental classical",0
"5137"," prepared piano",0
"5140"," drill and bass",0
"5141"," salsa cubana",0
"5142"," sacred steel",0
"5143"," steel guitar",0
"5147"," malawian pop",0
"5149"," italian baritone",0
"5150"," experimental club",0
"5151"," minimal dubstep",0
"5155"," mallet",0
"5164"," venezuelan indie",0
"5168"," syrian hip hop",0
"5169"," rennes indie",0
"5170"," british contemporary classical",0
"5173"," broken beat",0
"5175"," samba-jazz",0
"5179"," christmas instrumental",0
"5180"," classic soundtrack",0
"5182"," choro contemporaneo",0
"5187"," old-time",0
"5194"," greek indie",0
"5196"," technical melodic death metal",0
"5200"," swedish experimental",0
"5207"," german choir",0
"5208"," kodomo no ongaku",0
"5211"," coral gospel",0
"5212"," groove gospel",0
"5216"," experimental ambient",0
"5217"," nu age",0
"5220"," post-disco soul",0
"5222"," english renaissance",0
"5226"," italian violin",0
"5229"," detroit hip hop",0
"5234"," gospel soul",0
"5240"," classical trumpet",0
"5244"," streektaal",0
"5246"," classical piano duo",0
"5247","""nz childrens music""",0
"5248"," waiata mo tamariki",0
"5249"," jazz worship",0
"5252"," dutch drill",0
"5253"," japanese vocal jazz",0
"5255"," ""quartetto darchi""",0
"5259"," russian orchestra",0
"5260"," malian blues",0
"5261"," wassoulou",0
"5263"," finnish contemporary classical",0
"5268"," russian modern classical",0
"5269"," italian classical piano",0
"5271"," german indie folk",0
"5276"," violao",0
"5279"," smooth soul",0
"5280"," estonian hip hop",0
"5282"," operetta",0
"5285"," tijuana electronic",0
"5286"," latino comedy",0
"5288"," british classical piano",0
"5289"," greek contemporary classical",0
"5290"," neo kyma",0
"5293"," indie boliviano",0
"5294"," experimental synth",0
"5296"," musica para ninos",0
"5310"," ostrock",0
"5311"," ostschlager",0
"5316"," water",0
"5320"," west coast reggae",0
"5324"," new jersey underground rap",0
"5326"," electro-industrial",0
"5327"," japanese hyperpop",0
"5337"," punk rock italiano",0
"5338"," dub reggae",0
"5347","""black n roll""",0
"5348"," black thrash",0
"5349"," norwegian metal",0
"5350"," small room",0
"5351"," salsa cristiana",0
"5356"," san antonio indie",0
"5359"," raw techno",0
"5360"," chicago house",0
"5361"," minimal wave",0
"5365"," new weird america",0
"5367"," dutch tech house",0
"5372"," korean classical piano",0
"5375"," swiss house",0
"5377"," romanian folk",0
"5379"," modern performance",0
"5382"," medieval folk",0
"5383"," persian alternative",0
"5386"," japanese underground rap",0
"5389"," japanese new wave",0
"5391"," ngoni",0
"5392"," kabarett",0
"5394"," early romantic era",0
"5395"," monterrey indie",0
"5397"," epicore",0
"5399"," russian witch house",0
"5400"," manchester indie",0
"5402"," uk dub",0
"5405"," swiss folk",0
"5409"," indian violin",0
"5410"," high-tech minimal",0
"5411"," reggae cristao",0
"5413"," rap mocambicana",0
"5417"," rap cristao",0
"5420"," shamisen",0
"5423"," dark cabaret",0
"5424"," steampunk",0
"5425"," world chill",0
"5432"," rap capixaba",0
"5433"," german dark minimal techno",0
"5436"," oc indie",0
"5437"," deep disco house",0
"5440"," straight-ahead jazz",0
"5443"," swedish psychedelic rock",0
"5445"," welsh indie",0
"5449"," cape verdean folk",0
"5450"," morna",0
"5451"," musica cabo-verdiana",0
"5452"," twoubadou",0
"5456"," french tech house",0
"5460"," korean classical performance",0
"5462"," hindustani vocal",0
"5463"," khayal",0
"5464"," marathi traditional",0
"5466"," murga",0
"5470"," viola",0
"5471"," swing italiano",0
"5473"," german ccm",0
"5475"," german thrash metal",0
"5476"," neo-trad metal",0
"5482"," munich electronic",0
"5485"," orthodox chant",0
"5486"," polyphonies corses",0
"5488"," crossover thrash",0
"5490"," classical tenor",0
"5491"," rebel blues",0
"5494"," ambient techno",0
"5495"," kawaii future bass",0
"5496"," electronica cristiana",0
"5498"," finnish electro",0
"5502"," gregorian chant",0
"5503"," fingerstyle",0
"5507"," uk worship",0
"5508"," italian bass",0
"5509"," classical countertenor",0
"5513"," boston hip hop",0
"5525"," turkish deep house",0
"5528"," cyberpunk",0
"5529"," spanish electronic",0
"5532"," czech country",0
"5536"," musica etnica",0
"5537"," modern swing",0
"5538"," hammond organ",0
"5539"," funk bh",0
"5540"," japanese house",0
"5545"," swedish metalcore",0
"5552"," vlaamse cabaret",0
"5554"," baton rouge rap",0
"5555"," country gospel",0
"5556"," riot grrrl",0
"5559"," khmer hip hop",0
"5560"," indie siciliano",0
"5562"," indonesian ska",0
"5565"," atlanta punk",0
"5566"," garage pop",0
"5568"," winnipeg hip hop",0
"5570"," pink noise",0
"5572"," banda jalisciense",0
"5574"," nuevo tango",0
"5577"," swedish contemporary classical",0
"5584"," mathcore",0
"5585"," powerviolence",0
"5590"," swiss jazz",0
"5593"," deep idm",0
"5595"," detroit techno",0
"5598"," swedish prog",0
"5599"," deep liquid",0
"5600"," italian experimental",0
"5604"," nopixel",0
"5605"," electro jazz",0
"5609"," italian techno",0
"5611"," rock campineiro",0
"5614"," nasheed",0
"5620"," art punk",0
"5622"," canadian house",0
"5624"," musica popular paraense",0
"5628"," copla",0
"5630"," muzica maramureseana",0
"5632"," tango cancion",0
"5634"," dub poetry",0
"5637"," korean hyperpop",0
"5645"," instrumental math rock",0
"5647"," sacramento indie",0
"5653"," uilleann pipes",0
"5657"," colombian indie",0
"5660"," lagu aceh",0
"5661"," lagu melayu",0
"5662"," nordic soundtrack",0
"5669"," rap catarinense",0
"5672"," hurdy-gurdy",0
"5673"," medieval rock",0
"5674"," classical accordion",0
"5675"," violao classico",0
"5677"," instrumental funk",0
"5679"," spanish folk",0
"5681"," indie game soundtrack",0
"5683"," greek downtempo",0
"5686"," asian american hip hop",0
"5688"," native american",0
"5690"," deep east coast hip hop",0
"5696"," danish techno",0
"5698"," lds",0
"5699"," instrumental bluegrass",0
"5700"," healing",0
"5705"," drill brasileiro",0
"5706"," finnish post-punk",0
"5708"," new wave of glam metal",0
"5709"," folk siciliana",0
"5711"," throat singing",0
"5713"," deep ccm",0
"5714"," deep soul house",0
"5718"," chill pop",0
"5719"," boeremusiek",0
"5723"," american 21st century classical",0
"5727"," rochester ny indie",0
"5729"," zambian pop",0
"5730"," hard glam",0
"5731"," classic bulgarian pop",0
"5732"," japanese guitar",0
"5733"," uruguayan indie",0
"5734"," nova canco",0
"5735"," spanish techno",0
"5737"," thai folk",0
"5738"," jersey club",0
"5739"," vapor house",0
"5741"," musica lombarda",0
"5744"," neo-progressive",0
"5746"," peruvian hip hop",0
"5747"," german hyperpop",0
"5751"," indonesian deathcore",0
"5752"," indonesian hardcore",0
"5753"," indonesian metal",0
"5758"," traditional bluegrass",0
"5760"," canzone genovese",0
"5761"," german soundtrack",0
"5763"," igbo pop",0
"5764"," igbo rap",0
"5765"," lo-fi rap",0
"5767"," sambass",0
"5769"," scottish folk",0
"5773"," miami indie",0
"5780"," spacewave",0
"5784"," raggatek",0
"5785"," tekno",0
"5786"," c86",0
"5787"," grebo",0
"5792"," polish experimental electronic",0
"5793"," sonora indie",0
"5798"," tape club",0
"5800"," vintage tango",0
"5802"," kayokyoku",0
"5803"," techno kayo",0
"5804"," rockabilly en espanol",0
"5805"," spanish rockabilly",0
"5809"," ukrainian metalcore",0
"5811"," dutch underground hip hop",0
"5812"," j-rap",0
"5813"," japanese classical piano",0
"5814"," japanese indie folk",0
"5817"," german punk rock",0
"5820"," symphonic power metal",0
"5822"," ugandan pop",0
"5828"," cameroonian hip hop",0
"5840"," dragspel",0
"5841"," bc underground hip hop",0
"5846"," rap guineen",0
"5851"," swedish post-punk",0
"5854"," schranz",0
"5864"," dutch indie rock",0
"5865"," freak folk",0
"5870"," manso indie",0
"5873"," new italo disco",0
"5880"," serbian hip hop",0
"5883"," battle rap",0
"5886"," kentucky roots",0
"5887"," latin american classical piano",0
"5893"," jazz brass",0
"5896"," classic russian pop",0
"5899"," musica valenciana",0
"5900"," ska catala",0
"5904"," oyun havasi",0
"5906"," odia pop",0
"5914"," mexican electronic",0
"5915"," mexican experimental",0
"5916"," japanese techno",0
"5917"," indonesian punk",0
"5919"," louvor",0
"5924"," deep uplifting trance",0
"5926"," musica infantil",0
"5927"," musica para criancas",0
"5929"," new jersey indie",0
"5931"," finnish electronic",0
"5932"," nu gaze",0
"5937"," denpa-kei",0
"5943"," metallic hardcore",0
"5945"," slash punk",0
"5946"," washboard",0
"5947"," korean metal",0
"5952"," oriental metal",0
"5953"," reading indie",0
"5955"," yoik",0
"5956"," south african electronic",0
"5959"," vietnamese electronic",0
"5964"," guitarra portuguesa",0
"5965"," lithuanian folk",0
"5968"," oceania soundtrack",0
"5971"," nueva ola chilena",0
"5974"," deep dance pop",0
"5976"," wellington indie",0
"5979"," rosary",0
"5980"," seiyu",0
"5985"," namibian pop",0
"5988"," latvian hip hop",0
"5993"," southampton indie",0
"5994"," japanese vtuber",0
"5995"," mluvene slovo",0
"5997"," soukous",0
"6005"," leipzig indie",0
"6010"," pretty rhythm",0
"6013"," german post-hardcore",0
"6017"," german indie pop",0
"6018"," lao pop",0
"6021"," tech trance",0
"6022"," popullore jugu",0
"6026"," mongolian pop",0
"6027"," rap regio",0
"6029"," ruta destroy",0
"6030"," israeli jazz",0
"6031"," folclore salteno",0
"6032"," british modern classical",0
"6033"," victorian britain",0
"6036"," hauntology",0
"6044"," minimalism",0
"6047"," german dnb",0
"6056"," spanish experimental",0
"6057"," blues latinoamericano",0
"6060"," somatik techno",0
"6064"," maine hip hop",0
"6066"," musique nigerienne",0
"6067"," tuareg guitar",0
"6068"," lao hip hop",0
"6070"," russian dnb",0
"6076"," turk sanat muzigi",0
"6083"," hardcore punk",0
"6085"," bolero mexicano",0
"6087"," zilizopendwa",0
"6088"," hindustani instrumental",0
"6090"," canadian indigenous",0
